time,X,sdX,S,sdS,V,Feedrate,batch number
0,1.810797955,0.1,1.810797955,0.25,10,1.8108,1
1,2.081904332,0.1,2.550379552,0.25,11.81079795,1.8108,1
2,2.579317469,0.1,2.946197574,0.25,13.62159591,1.8108,1
3,3.313685901,0.1,3.008281473,0.25,15.43239386,1.8108,1,
4,4.284521732,0.1,2.769010268,0.25,17.24319182,1.8108,1,
5,5.439079358,0.1,2.330904399,0.25,19.05398977,1.8108,1,
6,6.667107018,0.1,1.852634983,0.25,20.86478773,1.8108,1,
7,7.858559565,0.1,1.463485904,0.25,22.67558568,1.8108,1,
8,8.968323669,0.1,1.198474977,0.25,24.48638364,1.8108,1,
9,10.00936806,0.1,1.026778232,0.25,26.29718159,1.8108,1,
10,11.00831889,0.1,0.909350002,0.25,28.10797955,1.8108,1,
11,11.9832035,0.1,0.821872899,0.25,29.9187775,1.8108,1,
12,12.94313143,0.1,0.7523452,0.25,31.72957545,1.8108,1,
13,13.8925811,0.1,0.694893144,0.25,33.54037341,1.8108,1,
14,14.83404698,0.1,0.646270925,0.25,35.35117136,1.8108,1,
15,15.76913176,0.1,0.60443302,0.25,37.16196932,1.8108,1,
,,,,,,,,
0,1.810797955,0.1,1.810797955,0.25,10,4.1892,2,
1,1.855258787,0.1,4.114164124,0.25,14.18920205,4.1892,2,
2,2.349836635,0.1,5.603679959,0.25,18.37840409,4.1892,2,
3,3.304817546,0.1,6.305524609,0.25,22.56760614,4.1892,2,
4,4.862520089,0.1,6.077871544,0.25,26.75680818,4.1892,2,
5,7.120963933,0.1,4.95937668,0.25,30.94601023,4.1892,2,
6,9.893657733,0.1,3.460843693,0.25,35.13521227,4.1892,2,
7,12.67982516,0.1,2.308082322,0.25,39.32441432,4.1892,2,
8,15.19037031,0.1,1.699285153,0.25,43.51361636,4.1892,2,
9,17.51173505,0.1,1.389759808,0.25,47.70281841,4.1892,2,
10,19.75466273,0.1,1.19693964,0.25,51.89202045,4.1892,2,
11,21.96016048,0.1,1.057092135,0.25,56.0812225,4.1892,2,
12,24.14161224,0.1,0.948600407,0.25,60.27042455,4.1892,2,
13,26.30523747,0.1,0.861351684,0.25,64.45962659,4.1892,2,
14,28.4548549,0.1,0.78941998,0.25,68.64882864,4.1892,2,
15,30.59309864,0.1,0.728975288,0.25,72.83803068,4.1892,2,
,,,,,,,,
0,1.810797955,0.1,4.189202045,0.25,10,1.8108,3,
1,2.410751687,0.1,4.047614014,0.25,11.81079795,1.8108,3,
2,3.237128126,0.1,3.690988117,0.25,13.62159591,1.8108,3,
3,4.289179803,0.1,3.128633709,0.25,15.43239386,1.8108,3,
4,5.494994035,0.1,2.471595898,0.25,17.24319182,1.8108,3,
5,6.724612186,0.1,1.88205292,0.25,19.05398977,1.8108,3,
6,7.873762073,0.1,1.459906034,0.25,20.86478773,1.8108,3,
7,8.923416753,0.1,1.195783802,0.25,22.67558568,1.8108,3,
8,9.906052637,0.1,1.031258925,0.25,24.48638364,1.8108,3,
9,10.85414572,0.1,0.918954755,0.25,26.29718159,1.8108,3,
10,11.7853121,0.1,0.834120048,0.25,28.10797955,1.8108,3,
11,12.70715781,0.1,0.765702034,0.25,29.9187775,1.8108,3,
